pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
RB,L. McCoy RB - BUF,@KC,"Win, 16-10","49 Rush Yds, Rush TD, Fum, 30 Rec Yds, Rec TD, 2PT, ...",7.9,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
RB,C. Hyde RB - SF,SEA,"Loss, 13-24","47 Rush Yds, Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",6.8,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
WR,M. Jones WR - DET,MIN,"Loss, 23-30","109 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",22.9,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
WR,M. Thomas WR - NO,@LA,"Loss, 20-26","52 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.2,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
TE,J. Cook TE - LV,DEN,"Win, 21-14","2 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.2,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
W/R,M. Crabtree WR - LV,DEN,"Win, 21-14","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
K,B. McManus K - DEN,@LV,"Loss, 14-21","2 PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",2.0,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
DEF,Vikings DEF,@DET,"Win, 30-23","23 Pts, 3 Sck, 1 Int, 1 Fum, TD, Ret TD, Saf, ...",7.0,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,L. Blount RB - PHI,CHI,"Win, 31-3","97 Rush Yds, Rush TD, 1 Fum, Rec Yds, Rec TD, 2PT, ...",7.7,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,F. Gore RB - IND,TEN,"Loss, 16-20","62 Rush Yds, 1 Rush TD, Fum, 17 Rec Yds, Rec TD, 2PT, ...",13.9,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,D. Carr QB - LV,DEN,"Win, 21-14","253 Pass Yds, 2 Pass TD, Int, -3 Rush Yds, Rush TD, 1 Fum, 2PT, ...",15.82,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,A. Seferian-Jenkins TE - NYJ,CAR,"Loss, 27-35","27 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.7,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,J. Allen RB - BAL,HOU,"Win, 23-16","15 Rush Yds, 1 Rush TD, Fum, 2 Rec Yds, Rec TD, 2PT, ...",7.7,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
BN,Falcons DEF,TB,"Win, 34-20","20 Pts, 1 Sck, Int, Fum, TD, Ret TD, Saf, ...",2.0,2017,12,Goldcity,72.68,49.82,4-8-0,L1,Le'Veon A Prayer,122.12,38.12,10-2-0,W1,44
QB,M. Mariota QB - TEN,@IND,"Win, 20-16","184 Pass Yds, 1 Pass TD, 2 Int, 4 Rush Yds, Rush TD, Fum, 2PT, ...",7.76,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
RB,M. Gordon RB - LAC,@DAL,"Win, 28-6","65 Rush Yds, Rush TD, Fum, 23 Rec Yds, Rec TD, 2PT, ...",8.8,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
RB,L. Fournette RB - JAX,@ARI,"Loss, 24-27","25 Rush Yds, Rush TD, Fum, 17 Rec Yds, Rec TD, 2PT, ...",4.2,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
WR,L. Fitzgerald WR - ARI,JAX,"Win, 27-24","12 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 1 2PT, ...",3.2,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
WR,M. Evans WR - TB,@ATL,"Loss, 20-34","78 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.8,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
TE,G. Olsen TE - CAR,@NYJ,"Win, 35-27","10 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.0,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
W/R,T. Cohen RB - CHI,@PHI,"Loss, 3-31","-11 Rush Yds, Rush TD, Fum, 8 Rec Yds, Rec TD, 2PT, ...",-0.3,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
K,J. Tucker K - BAL,HOU,"Win, 23-16","2 PAT, PAT Miss, 0-19, 20-29, 1 30-39, 1 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",14.0,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
DEF,Chiefs DEF,BUF,"Loss, 10-16","16 Pts, 2 Sck, Int, Fum, TD, Ret TD, Saf, ...",3.0,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,T. Hilton WR - IND,TEN,"Loss, 16-20","15 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.5,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,C. Brate TE - TB,@ATL,"Loss, 20-34","6 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.6,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,J. Winston QB - TB,@ATL,"Loss, 20-34","Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,N. Agholor WR - PHI,CHI,"Win, 31-3","32 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.2,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,A. Collins RB - BAL,HOU,"Win, 23-16","60 Rush Yds, 1 Rush TD, Fum, -3 Rec Yds, Rec TD, 2PT, ...",11.7,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
BN,J. Richard RB - LV,DEN,"Win, 21-14","17 Rush Yds, Rush TD, Fum, 13 Rec Yds, 1 Rec TD, 2PT, ...",9.0,2017,12,Suit Up,49.46,38.0,2-10-0,L7,Kung Suh Panda,104.2,42.9,5-7-0,W1,45
QB,M. Stafford QB - DET,MIN,"Loss, 23-30","250 Pass Yds, 2 Pass TD, 1 Int, Rush Yds, Rush TD, 1 Fum, 2PT, ...",14.0,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
RB,O. Darkwa RB - NYG,@WAS,"Loss, 10-20","30 Rush Yds, Rush TD, Fum, 9 Rec Yds, Rec TD, 2PT, ...",3.9,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
RB,S. Perine RB - WAS,NYG,"Win, 20-10","100 Rush Yds, Rush TD, Fum, 30 Rec Yds, Rec TD, 2PT, ...",13.0,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
WR,S. Diggs WR - MIN,@DET,"Win, 30-23","66 Rec Yds, Rec TD, Fum, 9 Rush Yds, Rush TD, 2PT, ...",7.5,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
WR,T. Hill WR - KC,BUF,"Loss, 10-16","41 Rec Yds, Rec TD, Fum, 13 Rush Yds, Rush TD, 2PT, ...",5.4,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
TE,E. Engram TE - NYG,@WAS,"Loss, 10-20","18 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.8,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
W/R,R. Anderson WR - NYJ,CAR,"Loss, 27-35","146 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",26.6,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
K,M. Prater K - DET,MIN,"Loss, 23-30","2 PAT, PAT Miss, 0-19, 20-29, 2 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",13.0,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
DEF,Chargers DEF,@DAL,"Win, 28-6","6 Pts, 2 Sck, 2 Int, Fum, 1 TD, Ret TD, Saf, ...",19.0,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,M. Lee WR - JAX,@ARI,"Loss, 24-27","13 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.3,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,J. McKinnon RB - MIN,@DET,"Win, 30-23","23 Rush Yds, Rush TD, Fum, 31 Rec Yds, Rec TD, 2PT, ...",5.4,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,A. Abdullah RB - DET,MIN,"Loss, 23-30","14 Rush Yds, Rush TD, Fum, 29 Rec Yds, Rec TD, 2PT, ...",4.3,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,E. Elliott RB - DAL,LAC,"Loss, 6-28","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,C. Coleman WR - CLE,@CIN,"Loss, 16-30","64 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.4,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
BN,J. Williams RB - GB,@PIT,"Loss, 28-31","66 Rush Yds, 1 Rush TD, Fum, 69 Rec Yds, 1 Rec TD, 2PT, ...",25.5,2017,12,Kung Suh Panda,104.2,42.9,5-7-0,W1,Suit Up,49.46,38.0,2-10-0,L7,45
QB,A. Smith QB - KC,BUF,"Loss, 10-16","199 Pass Yds, 1 Pass TD, 1 Int, 35 Rush Yds, Rush TD, Fum, 2PT, ...",13.46,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
RB,T. Gurley RB - LA,NO,"Win, 26-20","74 Rush Yds, Rush TD, Fum, 54 Rec Yds, Rec TD, 2PT, ...",12.8,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
RB,A. Kamara RB - NO,@LA,"Loss, 20-26","87 Rush Yds, 1 Rush TD, Fum, 101 Rec Yds, 1 Rec TD, 2PT, ...",30.8,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
WR,D. Bryant WR - DAL,LAC,"Loss, 6-28","37 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.7,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
WR,A. Thielen WR - MIN,@DET,"Win, 30-23","89 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.9,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
TE,J. Graham TE - SEA,@SF,"Win, 24-13","34 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.4,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
W/R,T. Coleman RB - ATL,TB,"Win, 34-20","97 Rush Yds, 2 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",21.7,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
K,G. Zuerlein K - LA,NO,"Win, 26-20","2 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 2 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, 1 Miss 50+, ...",17.0,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
DEF,Lions DEF,MIN,"Loss, 23-30","30 Pts, 2 Sck, Int, Fum, TD, Ret TD, Saf, ...",1.0,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,D. Walker TE - TEN,@IND,"Win, 20-16","63 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.3,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,J. Landry WR - MIA,@NE,"Loss, 17-35","70 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.0,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,I. Crowell RB - CLE,@CIN,"Loss, 16-30","95 Rush Yds, Rush TD, Fum, 10 Rec Yds, Rec TD, 2PT, ...",10.5,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,D. Johnson RB - ARI,JAX,"Win, 27-24","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,J. Goff QB - LA,NO,"Win, 26-20","354 Pass Yds, 2 Pass TD, 1 Int, -3 Rush Yds, Rush TD, Fum, 2PT, ...",19.86,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
BN,J. Smith-Schuster WR - PIT,GB,"Win, 31-28","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,12,Rui's Crew,118.76,49.66,5-7-0,L2,Die EXperten,132.28,48.24,8-4-0,W3,46
QB,C. Wentz QB - PHI,CHI,"Win, 31-3","227 Pass Yds, 3 Pass TD, Int, 29 Rush Yds, Rush TD, Fum, 2PT, ...",23.98,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
RB,M. Ingram RB - NO,@LA,"Loss, 20-26","31 Rush Yds, Rush TD, Fum, 5 Rec Yds, Rec TD, 2PT, ...",3.6,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
RB,L. Miller RB - HOU,@BAL,"Loss, 16-23","51 Rush Yds, 1 Rush TD, Fum, 7 Rec Yds, Rec TD, 2PT, ...",11.8,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
WR,A. Brown WR - PIT,GB,"Win, 31-28","169 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 1 2PT, ...",30.9,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
WR,D. Hopkins WR - HOU,@BAL,"Loss, 16-23","125 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.5,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
TE,K. Rudolph TE - MIN,@DET,"Win, 30-23","63 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.3,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
W/R,A. Jeffery WR - PHI,CHI,"Win, 31-3","52 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",11.2,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
K,W. Lutz K - NO,@LA,"Loss, 20-26","2 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",9.0,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
DEF,Jaguars DEF,@ARI,"Loss, 24-27","27 Pts, 1 Sck, 1 Int, 1 Fum, 1 TD, Ret TD, Saf, ...",11.0,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,D. Lewis RB - NE,MIA,"Win, 35-17","112 Rush Yds, Rush TD, Fum, 1 Rec Yds, Rec TD, 2PT, ...",11.3,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,D. Brees QB - NO,@LA,"Loss, 20-26","246 Pass Yds, 1 Pass TD, Int, 5 Rush Yds, Rush TD, Fum, 2PT, ...",14.34,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,K. Stills WR - MIA,@NE,"Loss, 17-35","47 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.7,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,J. Howard RB - CHI,@PHI,"Loss, 3-31","6 Rush Yds, Rush TD, Fum, 13 Rec Yds, Rec TD, 2PT, ...",1.9,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,A. Ekeler RB - LAC,@DAL,"Win, 28-6","15 Rush Yds, Rush TD, Fum, 55 Rec Yds, Rec TD, 2PT, ...",7.0,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
BN,Seahawks DEF,@SF,"Win, 24-13","13 Pts, 3 Sck, 1 Int, Fum, TD, Ret TD, Saf, ...",9.0,2017,12,Die EXperten,132.28,48.24,8-4-0,W3,Rui's Crew,118.76,49.66,5-7-0,L2,46
QB,K. Cousins QB - WAS,NYG,"Win, 20-10","242 Pass Yds, 2 Pass TD, 1 Int, 4 Rush Yds, Rush TD, Fum, 2PT, ...",16.08,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
RB,A. Morris RB - DAL,LAC,"Loss, 6-28","36 Rush Yds, Rush TD, Fum, 13 Rec Yds, Rec TD, 2PT, ...",4.9,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
RB,C. McCaffrey RB - CAR,@NYJ,"Win, 35-27","62 Rush Yds, Rush TD, Fum, 35 Rec Yds, Rec TD, 2PT, ...",9.7,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
WR,B. Cooks WR - NE,MIA,"Win, 35-17","83 Rec Yds, 1 Rec TD, Fum, 11 Rush Yds, Rush TD, 2PT, ...",15.4,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
WR,D. Funchess WR - CAR,@NYJ,"Win, 35-27","108 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",10.8,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
TE,R. Gronkowski TE - NE,MIA,"Win, 35-17","82 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",20.2,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
W/R,C. Kupp WR - LA,NO,"Win, 26-20","116 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",11.6,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
K,M. Bryant K - ATL,TB,"Win, 34-20","4 PAT, PAT Miss, 0-19, 20-29, 1 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",11.0,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
DEF,Ravens DEF,HOU,"Win, 23-16","16 Pts, 2 Sck, 2 Int, 1 Fum, TD, Ret TD, Saf, ...",9.0,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,A. Peterson RB - ARI,JAX,"Win, 27-24","79 Rush Yds, Rush TD, Fum, 20 Rec Yds, Rec TD, 2PT, ...",9.9,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,D. Adams WR - GB,@PIT,"Loss, 28-31","82 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",14.2,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,D. Freeman RB - ATL,TB,"Win, 34-20","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,A. Cooper WR - LV,DEN,"Win, 21-14","9 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.9,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,D. Prescott QB - DAL,LAC,"Loss, 6-28","179 Pass Yds, Pass TD, 2 Int, Rush Yds, Rush TD, Fum, 2PT, ...",3.16,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
BN,J. Mixon RB - CIN,CLE,"Win, 30-16","114 Rush Yds, 1 Rush TD, Fum, 51 Rec Yds, Rec TD, 2PT, ...",22.5,2017,12,The Manning Faced God,108.68,56.66,8-4-0,W2,Leschke-Ultras,78.42,25.88,6-6-0,L1,47
QB,R. Wilson QB - SEA,@SF,"Win, 24-13","228 Pass Yds, 2 Pass TD, 1 Int, 25 Rush Yds, 1 Rush TD, Fum, 2PT, ...",23.62,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
RB,L. Murray RB - MIN,@DET,"Win, 30-23","84 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",14.4,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
RB,J. Ajayi RB - PHI,CHI,"Win, 31-3","26 Rush Yds, Rush TD, Fum, 7 Rec Yds, Rec TD, 2PT, ...",3.3,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
WR,A. Green WR - CIN,CLE,"Win, 30-16","66 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.6,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
WR,D. Baldwin WR - SEA,@SF,"Win, 24-13","25 Rec Yds, Rec TD, Fum, -5 Rush Yds, Rush TD, 2PT, ...",2.0,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
TE,Z. Ertz TE - PHI,CHI,"Win, 31-3","103 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.3,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
W/R,C. Anderson RB - DEN,@LV,"Loss, 14-21","12 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",1.2,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
K,S. Gostkowski K - NE,MIA,"Win, 35-17","5 PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
DEF,Saints DEF,@LA,"Loss, 20-26","26 Pts, 4 Sck, 1 Int, Fum, TD, Ret TD, Saf, ...",6.0,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
BN,M. Ryan QB - ATL,TB,"Win, 34-20","317 Pass Yds, 1 Pass TD, Int, 1 Rush Yds, Rush TD, Fum, 2PT, ...",16.78,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
BN,G. Tate WR - DET,MIN,"Loss, 23-30","7 Rec Yds, Rec TD, Fum, 13 Rush Yds, Rush TD, 2PT, ...",2.0,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
BN,T. Ginn WR - NO,@LA,"Loss, 20-26","71 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.1,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
BN,R. Matthews WR - TEN,@IND,"Win, 20-16","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,12,Leschke-Ultras,78.42,25.88,6-6-0,L1,The Manning Faced God,108.68,56.66,8-4-0,W2,47
